Class,File,Surface Area,Volume,Rectangularity,Compactness,Convexity,Eccentricity,Diameter,A3_0,A3_1,A3_2,A3_3,A3_4,A3_5,A3_6,A3_7,A3_8,A3_9,A3_10,A3_11,A3_12,A3_13,A3_14,A3_15,A3_16,A3_17,A3_18,A3_19,A3_20,A3_21,A3_22,A3_23,A3_24,A3_25,A3_26,A3_27,A3_28,A3_29,D1_0,D1_1,D1_2,D1_3,D1_4,D1_5,D1_6,D1_7,D1_8,D1_9,D1_10,D1_11,D1_12,D1_13,D1_14,D1_15,D1_16,D1_17,D1_18,D1_19,D1_20,D1_21,D1_22,D1_23,D1_24,D1_25,D1_26,D1_27,D1_28,D1_29,D2_0,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D2_8,D2_9,D2_10,D2_11,D2_12,D2_13,D2_14,D2_15,D2_16,D2_17,D2_18,D2_19,D2_20,D2_21,D2_22,D2_23,D2_24,D2_25,D2_26,D2_27,D2_28,D2_29,D3_0,D3_1,D3_2,D3_3,D3_4,D3_5,D3_6,D3_7,D3_8,D3_9,D3_10,D3_11,D3_12,D3_13,D3_14,D3_15,D3_16,D3_17,D3_18,D3_19,D3_20,D3_21,D3_22,D3_23,D3_24,D3_25,D3_26,D3_27,D3_28,D3_29,D4_0,D4_1,D4_2,D4_3,D4_4,D4_5,D4_6,D4_7,D4_8,D4_9,D4_10,D4_11,D4_12,D4_13,D4_14,D4_15,D4_16,D4_17,D4_18,D4_19,D4_20,D4_21,D4_22,D4_23,D4_24,D4_25,D4_26,D4_27,D4_28,D4_29
AircraftBuoyant,m1347.obj,0.03806884806748532,0.029508761251824504,0.02963699109990262,0.00013443443675071565,0.04772070812793504,0.00020713723017187725,0.009288073830475453,0.03578,0.0649,0.06798,0.07074,0.07134,0.0668,0.06002,0.05144,0.04606,0.04162,0.03822,0.03548,0.0336,0.03306,0.0308,0.02716,0.02754,0.02632,0.02648,0.02536,0.02474,0.02286,0.02144,0.01676,0.01318,0.00914,0.00578,0.00318,0.00142,0.0008,0.0,0.0,0.0,0.0,0.05976,0.19326,0.12502,0.05822,0.05984,0.04598,0.04808,0.0546,0.06848,0.06704,0.0706,0.07558,0.03208,0.02248,0.0173,0.00168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03606,0.0654,0.0697,0.07608,0.08732,0.10284,0.12578,0.11128,0.09518,0.06476,0.0429,0.03124,0.0258,0.02402,0.02032,0.01334,0.0075,0.00048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00962,0.03914,0.06826,0.09576,0.1131,0.11754,0.12852,0.12592,0.11422,0.0931,0.06378,0.02628,0.00472,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01366,0.0587,0.10614,0.13264,0.15156,0.15076,0.14116,0.11616,0.08092,0.04004,0.00806,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AircraftBuoyant,m1348.obj,0.026261071330451923,0.017242493892362726,0.022375488723941246,0.0001332784411797742,0.04030864309007858,0.00025546561398703187,0.008689282596748192,0.03432,0.07314,0.09114,0.08822,0.0714,0.06022,0.05102,0.04304,0.03758,0.03504,0.03038,0.02886,0.02796,0.02726,0.02748,0.0254,0.0256,0.02484,0.02408,0.02398,0.02602,0.0246,0.02336,0.02148,0.01938,0.0153,0.01022,0.00558,0.00254,0.00056,0.0,0.0,0.0,0.03538,0.11096,0.11586,0.07764,0.04904,0.05102,0.05356,0.0679,0.08032,0.07524,0.07702,0.07428,0.06056,0.02968,0.02196,0.01958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05646,0.0905,0.11574,0.11944,0.09738,0.0907,0.08464,0.07148,0.05772,0.0437,0.03754,0.03582,0.03232,0.026,0.01562,0.00482,0.00012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00402,0.0286,0.06398,0.10466,0.132,0.15486,0.16448,0.1535,0.12254,0.05984,0.0104,0.00102,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00924,0.05232,0.11066,0.15982,0.18728,0.187,0.159,0.0996,0.032,0.00294,0.00014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AircraftBuoyant,m1349.obj,0.024259183559022658,0.01428093883878391,0.016706214377334886,0.00015485795098056404,0.0346415248377906,0.00022966584469329536,0.0016019151731150353,0.03856,0.06878,0.07974,0.0733,0.07268,0.06326,0.0537,0.04456,0.03868,0.03708,0.03552,0.03404,0.03534,0.03268,0.03002,0.02752,0.02666,0.02556,0.02584,0.02294,0.02388,0.02186,0.02012,0.0189,0.01828,0.01412,0.00852,0.00462,0.00238,0.00086,0.0,0.0,0.01264,0.0628,0.07306,0.15252,0.15496,0.08192,0.04018,0.03426,0.0341,0.05908,0.0633,0.06288,0.05252,0.04538,0.04262,0.01858,0.0092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03032,0.08124,0.10108,0.09624,0.1017,0.1038,0.09842,0.10296,0.1005,0.06058,0.03376,0.02246,0.01912,0.01706,0.01632,0.01054,0.00372,0.00018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00996,0.04348,0.0824,0.1152,0.15266,0.16152,0.14264,0.12322,0.08936,0.04536,0.02382,0.00852,0.00178,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01452,0.07296,0.13342,0.17336,0.18438,0.16594,0.1316,0.08036,0.0331,0.0086,0.0017,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AircraftBuoyant,m1350.obj,0.027327460781325835,0.017308439209262297,0.02601190950322151,0.00014878865020561736,0.04033461756758205,0.00020772296894440055,0.0080935854775247,0.03582,0.06766,0.07766,0.0739,0.06518,0.0577,0.05178,0.0466,0.04388,0.0421,0.03954,0.03788,0.03758,0.03456,0.0334,0.02944,0.02846,0.0259,0.02416,0.02336,0.02342,0.02012,0.02064,0.01882,0.01534,0.01104,0.00736,0.00406,0.00204,0.0006,0.0,0.0,0.0,0.01422,0.102,0.20348,0.07292,0.07724,0.07664,0.0719,0.07052,0.06334,0.0651,0.02366,0.0116,0.01204,0.00868,0.00894,0.03336,0.03334,0.03376,0.01726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03034,0.06078,0.0964,0.12556,0.14502,0.12492,0.07154,0.0397,0.0375,0.03968,0.05056,0.0556,0.03514,0.02958,0.027,0.02128,0.00894,0.00046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00728,0.0419,0.07478,0.1061,0.14604,0.16186,0.13628,0.11818,0.09546,0.06884,0.03826,0.005,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126,0.0631,0.11954,0.15588,0.17482,0.16928,0.1421,0.10006,0.04998,0.01238,0.00026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AircraftBuoyant,m1351.obj,0.02341823564031807,0.010535685659035812,0.03538123038519984,0.0002587736842951763,0.046208884757284,0.0004765932505243871,0.002082909004981718,0.0637,0.10682,0.08794,0.0657,0.0553,0.04484,0.04108,0.03918,0.03484,0.03306,0.02936,0.02866,0.03092,0.0312,0.0286,0.02824,0.026,0.02194,0.02022,0.0202,0.0221,0.022,0.02198,0.02314,0.02222,0.01924,0.01458,0.00996,0.0052,0.00178,0.0,0.0,0.01004,0.11768,0.02954,0.06018,0.1221,0.16834,0.06716,0.06754,0.13854,0.02884,0.0,0.0149,0.0042,0.01114,0.0117,0.01078,0.0222,0.03444,0.03298,0.02218,0.0198,0.00572,0.0,0.0,0.0,0.0,0.0,0.0,0.04618,0.10714,0.17914,0.122,0.07294,0.05074,0.05022,0.05178,0.05602,0.01814,0.03188,0.03538,0.0408,0.04702,0.04558,0.03288,0.01172,0.00044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03698,0.07542,0.12678,0.1457,0.1395,0.13496,0.13646,0.11936,0.069,0.01564,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0489,0.13792,0.18474,0.19206,0.17604,0.14628,0.08904,0.02414,0.00088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AircraftBuoyant,m1352.obj,0.03343982701924885,0.02431517446135844,0.026217352051090763,0.00013550409697682175,0.04832958301731038,0.0003100813236566092,1.14087064087033e-06,0.0441,0.07604,0.07424,0.07576,0.07508,0.0642,0.05256,0.04414,0.04012,0.03706,0.03008,0.03012,0.02782,0.02634,0.02666,0.02564,0.02506,0.02668,0.02694,0.02764,0.0286,0.02874,0.02794,0.0239,0.01672,0.00988,0.00472,0.00198,0.00098,0.00026,0.0,0.0,0.0,0.00096,0.0241,0.11182,0.12256,0.05804,0.0458,0.05328,0.06472,0.0794,0.08294,0.10606,0.09134,0.07288,0.06042,0.02546,0.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03282,0.07102,0.08326,0.08066,0.08014,0.08966,0.09616,0.09116,0.08372,0.056,0.04426,0.0432,0.04342,0.04,0.03586,0.02324,0.00542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068,0.03442,0.065,0.09844,0.11408,0.12504,0.13772,0.13656,0.12652,0.10232,0.04812,0.00484,0.00014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01032,0.05436,0.10784,0.15128,0.17398,0.17136,0.14664,0.10508,0.06028,0.01806,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apartment,D00045.obj,0.5962307297447221,0.5417099628785556,0.06349262997903472,0.0014631834208367076,0.13408987992714527,3.547442236962969e-05,0.5457801721770348,0.01504,0.03366,0.0459,0.05504,0.0591,0.06514,0.0656,0.06636,0.06452,0.06488,0.06162,0.05714,0.05672,0.05082,0.04536,0.04046,0.0353,0.02756,0.02236,0.01634,0.01214,0.01058,0.00764,0.00568,0.00482,0.00328,0.00278,0.00176,0.0016,0.0008,4e-05,6e-05,4e-05,0.00012,0.00024,0.00026,0.0009,0.00122,0.00854,0.02214,0.03546,0.06202,0.06934,0.07836,0.12464,0.1777,0.15272,0.13226,0.08286,0.03512,0.01316,0.00232,0.0001,0.00022,8e-05,4e-05,4e-05,0.0,0.0,0.0,0.00466,0.01686,0.0273,0.03716,0.04576,0.0558,0.05948,0.06554,0.06914,0.07798,0.10058,0.0849,0.0739,0.06698,0.08222,0.0719,0.03978,0.0152,0.00412,0.00062,6e-05,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00086,0.0052,0.0131,0.02298,0.03112,0.04062,0.05044,0.0617,0.07178,0.08254,0.08916,0.0914,0.09532,0.09438,0.0853,0.07542,0.0506,0.02678,0.00914,0.002,0.00016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00198,0.00992,0.02168,0.03436,0.04794,0.05936,0.0697,0.08136,0.09114,0.09406,0.09726,0.0914,0.084,0.07042,0.05652,0.04162,0.02656,0.01262,0.00606,0.00156,0.00038,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apartment,D00086.obj,0.08993381128773531,0.07319126940497703,0.025428727163539274,0.0002798043449494969,0.056709333584874906,0.00018988713738827512,0.02981049575471388,0.03856,0.06666,0.08096,0.08432,0.07586,0.06904,0.0569,0.04762,0.04164,0.03318,0.02852,0.02356,0.02154,0.02024,0.02178,0.02636,0.03308,0.03478,0.0347,0.03074,0.02828,0.0238,0.02118,0.01684,0.01268,0.00934,0.00746,0.00558,0.00332,0.00148,0.00012,0.00574,0.01294,0.03116,0.03186,0.05538,0.20368,0.143,0.07188,0.06726,0.073,0.04488,0.03848,0.03366,0.0457,0.0371,0.038,0.0271,0.03376,0.00512,0.0,0.0,0.0,0.0,0.0,0.00018,0.0,0.0,0.0,0.0,0.02852,0.07018,0.10118,0.11326,0.10458,0.08842,0.08194,0.07966,0.07606,0.06772,0.0561,0.04962,0.04016,0.02436,0.01158,0.00532,0.00128,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0117,0.04364,0.08942,0.12128,0.13744,0.13524,0.12664,0.10624,0.07688,0.05614,0.03962,0.02626,0.01624,0.00906,0.00336,0.00076,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02004,0.07848,0.13236,0.16094,0.16232,0.14604,0.1151,0.0823,0.0515,0.0298,0.01448,0.0053,0.00124,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apartment,D00138.obj,0.18061728963627352,0.18769388952567212,0.08897167785898638,0.0003401599528634711,0.10375833788609745,8.495001612471321e-05,0.3056328371935675,0.0382,0.06146,0.0646,0.068,0.06522,0.06032,0.0575,0.05522,0.05072,0.04772,0.04488,0.04234,0.03772,0.03564,0.03268,0.03128,0.02834,0.02564,0.0244,0.02198,0.02044,0.01692,0.01522,0.01352,0.01116,0.01002,0.00782,0.00568,0.00376,0.0016,0.0067,0.03646,0.05478,0.09882,0.0713,0.0794,0.1261,0.08562,0.08238,0.02564,0.021,0.01708,0.0173,0.0152,0.01626,0.03844,0.03692,0.05494,0.03428,0.0137,0.01888,0.011,0.01164,0.01648,0.00944,0.00024,0.0,0.0,0.0,0.0,0.0328,0.06328,0.06426,0.1289,0.12868,0.0871,0.0659,0.06436,0.06746,0.0662,0.0533,0.05546,0.04358,0.0279,0.0183,0.01248,0.01042,0.00458,0.00296,0.00186,0.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01136,0.04728,0.07656,0.10978,0.12354,0.11932,0.09956,0.0961,0.08192,0.0627,0.04846,0.0366,0.02698,0.02126,0.01434,0.01002,0.00624,0.00414,0.00248,0.00128,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01932,0.07502,0.11746,0.14124,0.14104,0.1286,0.10882,0.08392,0.06134,0.04442,0.03094,0.02072,0.0136,0.00716,0.00386,0.00194,0.00048,0.0001,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apartment,D00156.obj,0.7055565355401259,0.5947745723642771,0.1237124767037514,0.0020109755258637782,0.17895204866047426,0.00010051921484749702,0.2955638399634146,0.0235,0.0407,0.05714,0.06376,0.066,0.06522,0.05908,0.05912,0.05986,0.05622,0.05136,0.05086,0.04672,0.04508,0.04234,0.03858,0.03188,0.0271,0.02374,0.0188,0.01488,0.01282,0.01138,0.00924,0.0077,0.00618,0.00484,0.0034,0.00188,0.00062,0.0,0.0,0.0,6e-05,0.00134,0.00448,0.02698,0.04218,0.04116,0.04744,0.06768,0.07664,0.07152,0.05896,0.125,0.12254,0.14174,0.11148,0.04848,0.00994,0.00168,0.00028,0.00042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093,0.01858,0.0436,0.05684,0.05488,0.06778,0.06396,0.0801,0.06424,0.07518,0.09428,0.0845,0.09768,0.0676,0.05364,0.03824,0.02134,0.0076,0.0006,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00198,0.0097,0.0205,0.0342,0.0502,0.0649,0.07914,0.08838,0.0943,0.09298,0.09122,0.08596,0.07962,0.07064,0.0539,0.03934,0.02544,0.01264,0.00468,0.00024,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00328,0.01714,0.03732,0.0572,0.07776,0.0934,0.1067,0.10898,0.10968,0.10616,0.09334,0.07382,0.0534,0.0336,0.01714,0.00716,0.00304,0.00076,0.0001,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apartment,D00310.obj,0.36140400498076,0.2113641953322585,0.14275403641239734,0.002148044216034322,0.15866178650668833,0.00016022381906836053,0.13312639009111643,0.02586,0.0525,0.06952,0.07168,0.07336,0.06988,0.06114,0.05544,0.0506,0.04458,0.04276,0.0405,0.03852,0.03652,0.0355,0.03354,0.0284,0.02658,0.02398,0.02098,0.01842,0.01582,0.01524,0.01282,0.01106,0.00844,0.00712,0.00492,0.00336,0.00096,0.0,0.0,0.00532,0.02134,0.03262,0.04484,0.07324,0.10328,0.0692,0.0722,0.07188,0.05774,0.06882,0.05724,0.10528,0.10608,0.0651,0.03204,0.01102,0.00276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01102,0.03622,0.05334,0.07056,0.09228,0.11052,0.12786,0.10568,0.0763,0.07098,0.05966,0.05194,0.0409,0.02974,0.0289,0.02474,0.0084,0.00096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00226,0.01324,0.0355,0.06242,0.0908,0.11338,0.1282,0.13074,0.12362,0.106,0.0817,0.05802,0.0352,0.01526,0.00328,0.00038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00498,0.02922,0.06328,0.09676,0.13164,0.14522,0.14818,0.13264,0.1091,0.07532,0.0412,0.0169,0.00464,0.00086,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apartment,D00348.obj,0.12100977137562284,0.12659463396250376,0.023783154537483562,0.00022556606910031435,0.05108837383940707,0.0006351526770972472,0.29994461173153353,0.05666,0.07058,0.06882,0.06984,0.06594,0.0616,0.05398,0.04978,0.0453,0.04234,0.03742,0.03524,0.03364,0.0291,0.02892,0.02648,0.02532,0.0238,0.0227,0.02056,0.0194,0.01728,0.01536,0.01484,0.01432,0.01324,0.01196,0.01116,0.0098,0.00462,0.00194,0.0127,0.0217,0.03322,0.0468,0.03766,0.03962,0.05292,0.07748,0.07896,0.08568,0.08348,0.07728,0.0689,0.08266,0.06398,0.03752,0.05158,0.03222,0.01022,0.0012,0.00056,0.00026,0.00078,0.00058,0.0001,0.0,0.0,0.0,0.0,0.01822,0.0402,0.06286,0.07444,0.09084,0.09036,0.10448,0.10278,0.09458,0.07572,0.05892,0.04606,0.04106,0.03782,0.02772,0.01848,0.01112,0.00356,0.00072,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00546,0.0323,0.06276,0.08922,0.10448,0.11302,0.11416,0.1112,0.09944,0.08178,0.0637,0.04788,0.03366,0.0226,0.01128,0.00546,0.0013,0.00024,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02136,0.10352,0.1822,0.20468,0.1779,0.12944,0.0791,0.04512,0.02806,0.01428,0.0063,0.00292,0.00212,0.00128,0.00104,0.00034,0.00034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apartment,D00366.obj,0.1447867533385471,0.17486522073785704,0.05370307340832689,0.00020146357434319497,0.06617119438763534,1.9442297967747208e-05,0.25874606090734026,0.01834,0.03474,0.04284,0.04804,0.05654,0.06764,0.07488,0.07266,0.07078,0.06788,0.06148,0.05678,0.05018,0.04468,0.04076,0.03776,0.02902,0.02464,0.02048,0.01616,0.0147,0.01188,0.00946,0.00692,0.00652,0.00458,0.00386,0.0026,0.0023,0.0009,0.0,0.0,0.0,0.0002,0.00126,0.0042,0.02838,0.03622,0.04484,0.08228,0.07452,0.08422,0.09684,0.09246,0.1063,0.09922,0.09976,0.07276,0.04624,0.0195,0.0093,0.00132,0.00018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00596,0.02014,0.03144,0.03874,0.04782,0.05612,0.06858,0.10564,0.11594,0.1164,0.1,0.08296,0.06726,0.04952,0.0422,0.02908,0.01546,0.0051,0.0015,0.00014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00112,0.00648,0.01666,0.03016,0.04342,0.05788,0.06738,0.07882,0.09004,0.10494,0.10546,0.1037,0.0951,0.08002,0.05706,0.03482,0.01782,0.00714,0.00182,0.00016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00332,0.01388,0.03204,0.05002,0.06478,0.0775,0.08792,0.0955,0.09892,0.09574,0.09228,0.08434,0.06926,0.05598,0.0377,0.02384,0.01114,0.00478,0.00086,0.00014,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apartment,D00478.obj,0.4134589280916557,0.3281681504878913,0.08286692876545712,0.0013319107442602007,0.14785792009085416,6.143181410446166e-05,0.27731731490485767,0.02346,0.03806,0.04744,0.05596,0.06344,0.06776,0.0688,0.06762,0.06348,0.0586,0.0557,0.05248,0.04754,0.0435,0.04194,0.03858,0.0321,0.02506,0.0227,0.01808,0.01556,0.01274,0.00994,0.00812,0.00694,0.00442,0.0036,0.00268,0.00236,0.00134,0.0,0.0,0.0,0.0,0.00134,0.00106,0.00072,0.05034,0.0836,0.13578,0.09102,0.07182,0.0672,0.0551,0.03118,0.13774,0.14648,0.10698,0.01954,2e-05,0.0,0.0,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01066,0.02178,0.0359,0.04578,0.05468,0.06638,0.07384,0.12138,0.11988,0.10988,0.08642,0.06452,0.04614,0.03362,0.03134,0.05056,0.02336,0.00372,0.00016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00308,0.0129,0.02272,0.03272,0.0456,0.06046,0.0759,0.08698,0.10214,0.11466,0.11606,0.10602,0.09094,0.06672,0.04128,0.01722,0.0043,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00556,0.02746,0.04096,0.05202,0.06972,0.08178,0.0989,0.10794,0.11172,0.10972,0.0995,0.07894,0.05922,0.03434,0.0161,0.00482,0.00118,0.00012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apartment,D00496.obj,0.09620426129734964,0.10938780627843245,0.04805860944026929,0.00015174931761053248,0.0511509809441766,2.6795668468416952e-05,0.3814720464791216,0.0204604092081841,0.0337406748134962,0.0402608052161043,0.0488409768195363,0.0635412708254165,0.0714814296285925,0.0744014880297606,0.0731214624292485,0.0694613892277845,0.0651013020260405,0.0612212244244884,0.0554011080221604,0.0483209664193283,0.0436208724174483,0.0373607472149443,0.0321806436128722,0.0279605592111842,0.0241404828096561,0.0207804156083121,0.0180803616072321,0.0147002940058801,0.012420248404968,0.0110002200044,0.008980179603592,0.006920138402768,0.005000100002,0.0040000800016,0.003420068401368,0.002940058801176,0.001140022800456,0.0,0.0,0.0,0.0,0.0092,0.04486,0.04438,0.06262,0.07154,0.07342,0.11354,0.11002,0.0998,0.11886,0.08866,0.05996,0.05278,0.01596,0.0116,0.004,0.00898,0.00278,0.00362,0.0016,0.00102,0.00032,0.00048,0.0,0.0,0.0,0.00894,0.02176,0.03322,0.04252,0.05584,0.11236,0.12252,0.11892,0.10996,0.09818,0.08322,0.06798,0.05202,0.03692,0.0193,0.00932,0.00436,0.00152,0.00088,0.00018,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00204,0.01208,0.02328,0.03604,0.0538,0.07218,0.09,0.10792,0.12122,0.12696,0.11958,0.09366,0.05986,0.0395,0.02266,0.01116,0.00478,0.00234,0.0007,0.00022,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01118,0.02754,0.0499,0.06776,0.07768,0.08976,0.10196,0.11212,0.11378,0.10052,0.08906,0.06732,0.04704,0.02682,0.01212,0.00404,0.00118,0.00016,4e-05,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apartment,D00626.obj,0.1904794942656752,0.1305233816598098,0.08409148972637233,0.000828459748213636,0.11060893061724003,9.288802888620634e-05,0.0749193056666643,0.02788,0.04764,0.0566,0.07364,0.07668,0.0693,0.06264,0.05304,0.05082,0.0497,0.04356,0.04212,0.03934,0.03836,0.039,0.03714,0.0316,0.02538,0.02244,0.02062,0.01908,0.01546,0.01382,0.01234,0.00962,0.00804,0.00612,0.00406,0.00278,0.00118,0.0,0.0,0.0,0.0061,0.0299,0.06252,0.06536,0.03964,0.13038,0.15386,0.04144,0.016,0.02486,0.01976,0.08342,0.22486,0.05078,0.02958,0.01778,0.00372,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01576,0.02584,0.03646,0.07606,0.09166,0.10886,0.11838,0.11788,0.08518,0.06048,0.05352,0.06496,0.04118,0.02034,0.0391,0.03274,0.01052,0.00108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00304,0.01572,0.03356,0.0515,0.06874,0.0936,0.12788,0.12596,0.12676,0.1106,0.09588,0.07108,0.04888,0.02024,0.00586,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00516,0.02808,0.05824,0.08996,0.10928,0.1246,0.1315,0.1306,0.11322,0.09172,0.06276,0.03608,0.0145,0.00344,0.00076,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
